model,temperature,loop_index,start_time_clock,end_time_clock,latency_seconds,validation_status,error_type,raw_response
qwen2.5:14b,0.7,68,03:17:14,03:17:22,8.473347902297974,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,0.7,69,03:17:22,03:17:30,8.473413944244385,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":69.2}]}"
qwen2.5:14b,0.7,70,03:17:30,03:17:39,8.487605810165405,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":69.3}]}"
qwen2.5:14b,0.7,71,03:17:39,03:17:47,8.475194931030273,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":69.3}]}"
qwen2.5:14b,0.7,72,03:17:47,03:17:56,8.47272276878357,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,0.7,73,03:17:56,03:18:04,8.475907802581787,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":66.9}]}"
qwen2.5:14b,0.7,74,03:18:04,03:18:13,8.47758412361145,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,0.7,75,03:18:13,03:18:21,8.47317123413086,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,0.7,76,03:18:21,03:18:30,8.472459077835083,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":95.6}]}"
qwen2.5:14b,0.7,77,03:18:30,03:18:38,8.48253583908081,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":63.9}]}"
qwen2.5:14b,0.7,78,03:18:38,03:18:47,8.467749118804932,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":63.9}]}"
qwen2.5:14b,0.7,79,03:18:47,03:18:55,8.47075891494751,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":96.2}]}"
qwen2.5:14b,0.7,80,03:18:55,03:19:04,8.497236967086792,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,0.7,81,03:19:04,03:19:12,8.47216510772705,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,0.7,82,03:19:12,03:19:21,8.475494146347046,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":69.3}]}"
qwen2.5:14b,0.7,83,03:19:21,03:19:29,8.473357915878296,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":69.3}]}"
qwen2.5:14b,0.7,84,03:19:29,03:19:38,8.489164113998413,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,0.7,85,03:19:38,03:19:46,8.477904081344604,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma01"",""email"":""test3@domain.com"",""account_active"":true,""score"":76.9}]}"
qwen2.5:14b,0.7,86,03:19:46,03:19:55,8.468907117843628,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":69.9}]}"
qwen2.5:14b,0.7,87,03:19:55,03:20:03,8.474807024002075,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":90.3}]}"
qwen2.5:14b,0.7,88,03:20:03,03:20:12,8.477864980697632,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,0.7,89,03:20:12,03:20:20,8.472640037536621,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":69.3}]}"
qwen2.5:14b,0.7,90,03:20:20,03:20:28,8.470232009887695,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,0.7,91,03:20:28,03:20:37,8.481436967849731,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,0.7,92,03:20:37,03:20:45,8.478604078292847,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,0.7,93,03:20:45,03:20:54,8.472218036651611,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,0.7,94,03:20:54,03:21:02,8.479848146438599,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,0.7,95,03:21:02,03:21:11,8.473442077636719,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":76.9}]}"
qwen2.5:14b,0.7,96,03:21:11,03:21:19,8.47809886932373,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,0.7,97,03:21:19,03:21:28,8.47369122505188,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":76.9}]}"
qwen2.5:14b,0.7,98,03:21:28,03:21:36,8.473999977111816,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":73.9}]}"
qwen2.5:14b,0.7,99,03:21:36,03:21:45,8.505384922027588,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":75.9}]}"
qwen2.5:14b,0.7,100,03:21:45,03:21:53,8.467381000518799,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,1.0,1,03:21:53,03:22:02,8.506629705429077,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma01"",""email"":""test3@domain.com"",""account_active"":true,""score"":67.9}]}"
qwen2.5:14b,1.0,2,03:22:02,03:22:11,8.874728918075562,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,1.0,3,03:22:11,03:22:19,8.844531059265137,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,1.0,4,03:22:19,03:22:28,8.892347812652588,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":76.9}]}"
qwen2.5:14b,1.0,5,03:22:28,03:22:37,8.572137832641602,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":63.9}]}"
qwen2.5:14b,1.0,6,03:22:37,03:22:45,8.483752012252808,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,1.0,7,03:22:45,03:22:54,8.472033023834229,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,1.0,8,03:22:54,03:23:02,8.474912166595459,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma07"",""email"":""test3@domain.com"",""account_active"":true,""score"":66.9}]}"
qwen2.5:14b,1.0,9,03:23:02,03:23:11,8.477479219436646,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":63.9}]}"
qwen2.5:14b,1.0,10,03:23:11,03:23:19,8.47625184059143,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":69.3}]}"
qwen2.5:14b,1.0,11,03:23:19,03:23:28,8.473772048950195,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,1.0,12,03:23:28,03:23:36,8.481760740280151,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":67.9}]}"
qwen2.5:14b,1.0,13,03:23:36,03:23:45,8.480259656906128,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,1.0,14,03:23:45,03:23:53,8.472173929214478,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":69.3}]}"
qwen2.5:14b,1.0,15,03:23:53,03:24:02,8.473430156707764,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,1.0,16,03:24:02,03:24:10,8.473423957824707,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.3}]}"
qwen2.5:14b,1.0,17,03:24:10,03:24:19,8.474807977676392,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma01"",""email"":""test3@domain.com"",""account_active"":true,""score"":76.9}]}"
qwen2.5:14b,1.0,18,03:24:19,03:24:27,8.489200115203857,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,1.0,19,03:24:27,03:24:36,8.477154731750488,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":69.3}]}"
qwen2.5:14b,1.0,20,03:24:36,03:24:44,8.488394021987915,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma66"",""email"":""test3@domain.com"",""account_active"":true,""score"":79.9}]}"
qwen2.5:14b,1.0,21,03:24:44,03:24:53,8.47278904914856,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":92.3}]}"
qwen2.5:14b,1.0,22,03:24:53,03:25:01,8.470546960830688,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":91.3}]}"
qwen2.5:14b,1.0,23,03:25:01,03:25:10,8.482930183410645,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":63.9}]}"
qwen2.5:14b,1.0,24,03:25:10,03:25:18,8.471405029296875,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,1.0,25,03:25:18,03:25:27,8.501874923706055,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":66.9}]}"
qwen2.5:14b,1.0,26,03:25:27,03:25:35,8.476573944091797,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma07"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,1.0,27,03:25:35,03:25:43,8.48505187034607,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":70.9}]}"
qwen2.5:14b,1.0,28,03:25:43,03:25:52,8.475437879562378,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":76.9}]}"
qwen2.5:14b,1.0,29,03:25:52,03:26:00,8.476705074310303,FAIL,Extra data: line 1 column 306 (char 305),"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":92.3}]}"""
qwen2.5:14b,1.0,30,03:26:00,03:26:09,8.478126049041748,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,1.0,31,03:26:09,03:26:17,8.469613075256348,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma33"",""email"":""test3@domain.com"",""account_active"":true,""score"":76.9}]}"
qwen2.5:14b,1.0,32,03:26:17,03:26:26,8.478288888931274,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
qwen2.5:14b,1.0,33,03:26:26,03:26:34,8.473456859588623,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma67"",""email"":""test3@domain.com"",""account_active"":true,""score"":95.3}]}"
qwen2.5:14b,1.0,34,03:26:34,03:26:43,8.50338888168335,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":65.9}]}"
qwen2.5:14b,1.0,35,03:26:43,03:26:51,8.47796893119812,PASS,,"{""profiles"":[{""user_id"":1,""username"":""alpha99"",""email"":""test1@domain.com"",""account_active"":true,""score"":88.5},{""user_id"":2,""username"":""beta22"",""email"":""test2@domain.com"",""account_active"":false,""score"":42.1},{""user_id"":3,""username"":""gamma77"",""email"":""test3@domain.com"",""account_active"":true,""score"":60.9}]}"
